"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 12:04:48 GMT 2022","Sun Jul 03 12:04:54 GMT 2022","5867","","Test01Register","","Test01Register","testRegCorrectData","repetition 1 of 1","Registration with correctly filled data (USER 1) - BUG #1"
"passed","Sun Jul 03 12:06:49 GMT 2022","Sun Jul 03 12:06:56 GMT 2022","6963","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyBasic","repetition 1 of 1","Modify existing account (USER 1) basic data with (USER 2) account data"
"passed","Sun Jul 03 12:04:09 GMT 2022","Sun Jul 03 12:04:15 GMT 2022","6369","","Test08DeleteData","","Test08DeleteData","testExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"passed","Sun Jul 03 12:02:01 GMT 2022","Sun Jul 03 12:02:05 GMT 2022","4040","","Test04ListingData","","Test04ListingData","testListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"passed","Sun Jul 03 12:02:41 GMT 2022","Sun Jul 03 12:02:46 GMT 2022","5168","","Test10Logout","","Test10Logout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Sun Jul 03 12:07:18 GMT 2022","Sun Jul 03 12:07:22 GMT 2022","4499","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"passed","Sun Jul 03 12:05:24 GMT 2022","Sun Jul 03 12:05:53 GMT 2022","29645","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 2 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 12:07:08 GMT 2022","Sun Jul 03 12:07:13 GMT 2022","4754","","Test02Login","","Test02Login","testLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"passed","Sun Jul 03 12:02:25 GMT 2022","Sun Jul 03 12:02:41 GMT 2022","16044","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Sun Jul 03 12:04:15 GMT 2022","Sun Jul 03 12:04:22 GMT 2022","6589","","Test08DeleteData","","Test08DeleteData","testExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"passed","Sun Jul 03 12:02:05 GMT 2022","Sun Jul 03 12:02:09 GMT 2022","4098","","Test04ListingData","","Test04ListingData","testListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"passed","Sun Jul 03 12:06:23 GMT 2022","Sun Jul 03 12:06:28 GMT 2022","4582","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 1 of 3","Privacy Policy Open"
"passed","Sun Jul 03 12:07:27 GMT 2022","Sun Jul 03 12:07:31 GMT 2022","4177","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"passed","Sun Jul 03 12:02:13 GMT 2022","Sun Jul 03 12:02:25 GMT 2022","11424","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Sun Jul 03 12:03:24 GMT 2022","Sun Jul 03 12:03:28 GMT 2022","3638","","Test09DataSave","","Test09DataSave","testDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"passed","Sun Jul 03 12:04:28 GMT 2022","Sun Jul 03 12:04:34 GMT 2022","5546","","Test01Register","","Test01Register","testRegBadEmail","repetition 1 of 1","Registration with incorrect email data (USER 2)"
"passed","Sun Jul 03 12:03:28 GMT 2022","Sun Jul 03 12:03:43 GMT 2022","15352","","Test09DataSave","","Test09DataSave","testMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
"failed","Sun Jul 03 12:04:43 GMT 2022","Sun Jul 03 12:04:48 GMT 2022","5826","","Test01Register","","Test01Register","testRegIncorrectChar","repetition 1 of 1","Registration with incorrect char types (USER 5) - BUG #3"
"passed","Sun Jul 03 12:04:37 GMT 2022","Sun Jul 03 12:04:43 GMT 2022","5337","","Test01Register","","Test01Register","testRegMissingData","repetition 1 of 1","Registration with missing data (USER 3)"
"failed","Sun Jul 03 12:04:22 GMT 2022","Sun Jul 03 12:04:28 GMT 2022","6186","","Test01Register","","Test01Register","testRegEasyPassword","repetition 1 of 1","Registration with too easy password (USER 4) - BUG #2"
"passed","Sun Jul 03 12:07:01 GMT 2022","Sun Jul 03 12:07:08 GMT 2022","7176","","Test02Login","","Test02Login","testLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"failed","Sun Jul 03 12:03:43 GMT 2022","Sun Jul 03 12:04:09 GMT 2022","25771","","Test08DeleteData","","Test08DeleteData","testDeleteFullAccount","repetition 1 of 1","Delete account - BUG #4 - Missing feature"
"passed","Sun Jul 03 12:07:22 GMT 2022","Sun Jul 03 12:07:27 GMT 2022","4742","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputGeneral","repetition 1 of 1","General search"
"passed","Sun Jul 03 12:06:28 GMT 2022","Sun Jul 03 12:06:32 GMT 2022","4153","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 2 of 3","Privacy Policy Open"
"passed","Sun Jul 03 12:06:32 GMT 2022","Sun Jul 03 12:06:36 GMT 2022","4165","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 3 of 3","Privacy Policy Open"
"passed","Sun Jul 03 12:06:56 GMT 2022","Sun Jul 03 12:07:01 GMT 2022","4876","","Test02Login","","Test02Login","testLoginMissingPassword","repetition 1 of 1","Login with missing password (USER 1)"
"passed","Sun Jul 03 12:02:09 GMT 2022","Sun Jul 03 12:02:13 GMT 2022","3816","","Test04ListingData","","Test04ListingData","testListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"passed","Sun Jul 03 12:05:53 GMT 2022","Sun Jul 03 12:06:23 GMT 2022","29702","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 3 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 12:06:36 GMT 2022","Sun Jul 03 12:06:49 GMT 2022","13146","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyPassword","repetition 1 of 1","Modify existing account (USER 4) password data with (USER 3) account data and at the end we restore it "
"passed","Sun Jul 03 12:07:13 GMT 2022","Sun Jul 03 12:07:18 GMT 2022","4935","","Test02Login","","Test02Login","testLoginMissingEmail","repetition 1 of 1","Sign in with missing email address (USER 1)"
"passed","Sun Jul 03 12:04:54 GMT 2022","Sun Jul 03 12:05:24 GMT 2022","29344","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 1 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 12:04:34 GMT 2022","Sun Jul 03 12:04:37 GMT 2022","3649","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"passed","Sun Jul 03 12:03:14 GMT 2022","Sun Jul 03 12:03:24 GMT 2022","10258","","Test09DataSave","","Test09DataSave","testMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Sun Jul 03 12:02:46 GMT 2022","Sun Jul 03 12:03:14 GMT 2022","27868","","Test10Logout","","Test10Logout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
