"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 20:26:01 GMT 2022","Sun Jul 03 20:26:11 GMT 2022","10530","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Sun Jul 03 20:26:59 GMT 2022","Sun Jul 03 20:27:08 GMT 2022","9805","","Test09DataSave","","Test09DataSave","testMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Sun Jul 03 20:28:15 GMT 2022","Sun Jul 03 20:28:21 GMT 2022","5935","","Test08DeleteData","","Test08DeleteData","testExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"passed","Sun Jul 03 20:28:27 GMT 2022","Sun Jul 03 20:28:32 GMT 2022","5183","","Test01Register","","Test01Register","testRegBadEmail","repetition 1 of 1","Registration with incorrect email data (USER 2)"
"passed","Sun Jul 03 20:28:54 GMT 2022","Sun Jul 03 20:29:23 GMT 2022","28848","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 1 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 20:29:23 GMT 2022","Sun Jul 03 20:29:52 GMT 2022","28867","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 2 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 20:26:26 GMT 2022","Sun Jul 03 20:26:31 GMT 2022","4652","","Test10Logout","","Test10Logout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Sun Jul 03 20:26:31 GMT 2022","Sun Jul 03 20:26:59 GMT 2022","27860","","Test10Logout","","Test10Logout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"passed","Sun Jul 03 20:29:52 GMT 2022","Sun Jul 03 20:30:21 GMT 2022","28977","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 3 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 20:25:54 GMT 2022","Sun Jul 03 20:25:58 GMT 2022","3219","","Test04ListingData","","Test04ListingData","testListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"broken","Sun Jul 03 20:27:50 GMT 2022","Sun Jul 03 20:28:15 GMT 2022","24629","","Test08DeleteData","","Test08DeleteData","testExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"passed","Sun Jul 03 20:31:03 GMT 2022","Sun Jul 03 20:31:08 GMT 2022","4131","","Test02Login","","Test02Login","testLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"failed","Sun Jul 03 20:28:43 GMT 2022","Sun Jul 03 20:28:49 GMT 2022","5756","","Test01Register","","Test01Register","testRegIncorrectChar","repetition 1 of 1","Registration with incorrect char types (USER 5) - BUG #3"
"passed","Sun Jul 03 20:28:32 GMT 2022","Sun Jul 03 20:28:35 GMT 2022","3429","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"passed","Sun Jul 03 20:27:08 GMT 2022","Sun Jul 03 20:27:11 GMT 2022","2932","","Test09DataSave","","Test09DataSave","testDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"passed","Sun Jul 03 20:28:35 GMT 2022","Sun Jul 03 20:28:43 GMT 2022","7493","","Test01Register","","Test01Register","testRegMissingData","repetition 1 of 1","Registration with missing data (USER 3)"
"passed","Sun Jul 03 20:30:45 GMT 2022","Sun Jul 03 20:30:52 GMT 2022","6248","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyBasic","repetition 1 of 1","Modify existing account (USER 1) basic data with (USER 2) account data"
"passed","Sun Jul 03 20:28:49 GMT 2022","Sun Jul 03 20:28:54 GMT 2022","5681","","Test01Register","","Test01Register","testRegCorrectData","repetition 1 of 1","Registration with correctly filled data (USER 1) - BUG #1"
"passed","Sun Jul 03 20:30:56 GMT 2022","Sun Jul 03 20:31:03 GMT 2022","7577","","Test02Login","","Test02Login","testLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
