"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 01 19:25:33 GMT 2022","Fri Jul 01 19:25:33 GMT 2022","131","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"broken","Fri Jul 01 19:25:34 GMT 2022","Fri Jul 01 19:25:34 GMT 2022","130","","TestLogin","","TestLogin","testingLoginMissingPassword","repetition 1 of 1","Login with missing password"
"broken","Fri Jul 01 19:25:31 GMT 2022","Fri Jul 01 19:25:31 GMT 2022","141","","TestListingData","","TestListingData","testDataListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"broken","Fri Jul 01 19:25:30 GMT 2022","Fri Jul 01 19:25:30 GMT 2022","160","","TestDataSave","","TestDataSave","TestDataListSave","repetition 4 of 5","Saving guitar category list to a file"
"broken","Fri Jul 01 19:25:29 GMT 2022","Fri Jul 01 19:25:29 GMT 2022","146","","TestDataSave","","TestDataSave","TestMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"broken","Fri Jul 01 19:25:29 GMT 2022","Fri Jul 01 19:25:29 GMT 2022","197","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyBasic","repetition 1 of 1","Modify existing account basic data"
"broken","Fri Jul 01 19:25:32 GMT 2022","Fri Jul 01 19:25:32 GMT 2022","130","","TestPageList","","TestPageList","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"broken","Fri Jul 01 19:25:31 GMT 2022","Fri Jul 01 19:25:31 GMT 2022","172","","TestListingData","","TestListingData","testDataListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"broken","Fri Jul 01 19:25:31 GMT 2022","Fri Jul 01 19:25:31 GMT 2022","133","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 5 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"broken","Fri Jul 01 19:25:29 GMT 2022","Fri Jul 01 19:25:29 GMT 2022","142","","TestDataSave","","TestDataSave","TestDataListSave","repetition 1 of 5","Saving guitar category list to a file"
"broken","Fri Jul 01 19:25:33 GMT 2022","Fri Jul 01 19:25:33 GMT 2022","129","","Test01Register","","Test01Register","testingRegistrationCorrectData","repetition 1 of 1","Registration with correctly filled data"
"broken","Fri Jul 01 19:25:30 GMT 2022","Fri Jul 01 19:25:30 GMT 2022","142","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 1 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"broken","Fri Jul 01 19:25:31 GMT 2022","Fri Jul 01 19:25:32 GMT 2022","189","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyAccepted","repetition 1 of 1","Privacy Policy Accept"
"broken","Fri Jul 01 19:25:32 GMT 2022","Fri Jul 01 19:25:32 GMT 2022","134","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyDetailsOpen","repetition 1 of 1","Privacy Policy Open"
"broken","Fri Jul 01 19:25:31 GMT 2022","Fri Jul 01 19:25:31 GMT 2022","141","","TestSavingData","","TestSavingData","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"broken","Fri Jul 01 19:25:30 GMT 2022","Fri Jul 01 19:25:30 GMT 2022","140","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 2 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"broken","Fri Jul 01 19:25:32 GMT 2022","Fri Jul 01 19:25:32 GMT 2022","140","","TestPageList","","TestPageList","SteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"broken","Fri Jul 01 19:25:34 GMT 2022","Fri Jul 01 19:25:34 GMT 2022","128","","TestLogin","","TestLogin","testingLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"broken","Fri Jul 01 19:25:34 GMT 2022","Fri Jul 01 19:25:34 GMT 2022","128","","TestDeleteData","","TestDeleteData","TestExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"broken","Fri Jul 01 19:25:29 GMT 2022","Fri Jul 01 19:25:29 GMT 2022","137","","TestDataSave","","TestDataSave","TestDataListSave","repetition 2 of 5","Saving guitar category list to a file"
"broken","Fri Jul 01 19:25:34 GMT 2022","Fri Jul 01 19:25:34 GMT 2022","152","","TestDataOperations","","TestDataOperations","TestDataListSave","TestDataListSave()",""
"broken","Fri Jul 01 19:25:34 GMT 2022","Fri Jul 01 19:25:34 GMT 2022","131","","TestDeleteData","","TestDeleteData","TestDeleteFullAccount","repetition 1 of 1","Delete account"
"broken","Fri Jul 01 19:25:33 GMT 2022","Fri Jul 01 19:25:33 GMT 2022","136","","TestLogin","","TestLogin","testingLoginMissingEmail","repetition 1 of 1","Sign in with missing email address"
"broken","Fri Jul 01 19:25:33 GMT 2022","Fri Jul 01 19:25:33 GMT 2022","129","","Test01Register","","Test01Register","testingRegistrationMissingData","repetition 1 of 1","Registration with missing data"
"broken","Fri Jul 01 19:25:32 GMT 2022","Fri Jul 01 19:25:32 GMT 2022","150","","TestNewDataInput","","TestNewDataInput","TestNewDataInputGeneral","repetition 1 of 1","General search"
"broken","Fri Jul 01 19:25:29 GMT 2022","Fri Jul 01 19:25:29 GMT 2022","149","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyPassword","repetition 1 of 1","Modify existing account password data"
