"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 20:12:27 GMT 2022","Fri Jul 01 20:12:33 GMT 2022","6071","","TestLogin","","TestLogin","testingLoginMissingPassword","repetition 1 of 1","Login with missing password"
"passed","Fri Jul 01 20:08:55 GMT 2022","Fri Jul 01 20:09:03 GMT 2022","7889","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyBasic","repetition 1 of 1","Modify existing account basic data"
"passed","Fri Jul 01 20:10:24 GMT 2022","Fri Jul 01 20:10:29 GMT 2022","5791","","TestNewDataInput","","TestNewDataInput","TestNewDataInputGeneral","repetition 1 of 1","General search"
"passed","Fri Jul 01 20:09:26 GMT 2022","Fri Jul 01 20:09:44 GMT 2022","17903","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Fri Jul 01 20:12:21 GMT 2022","Fri Jul 01 20:12:27 GMT 2022","5707","","TestLogin","","TestLogin","testingLoginMissingEmail","repetition 1 of 1","Sign in with missing email address"
"passed","Fri Jul 01 20:10:14 GMT 2022","Fri Jul 01 20:10:19 GMT 2022","5859","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyAccepted","repetition 1 of 1","Privacy Policy Accept"
"passed","Fri Jul 01 20:08:18 GMT 2022","Fri Jul 01 20:08:26 GMT 2022","7697","","TestLogout","","TestLogout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Fri Jul 01 20:10:39 GMT 2022","Fri Jul 01 20:10:54 GMT 2022","14584","","TestPageList","","TestPageList","SteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Fri Jul 01 20:12:33 GMT 2022","Fri Jul 01 20:12:41 GMT 2022","8168","","TestLogin","","TestLogin","testingLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Fri Jul 01 20:09:10 GMT 2022","Fri Jul 01 20:09:23 GMT 2022","12305","","TestDataSave","","TestDataSave","TestMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Fri Jul 01 20:09:57 GMT 2022","Fri Jul 01 20:10:14 GMT 2022","16618","","TestSavingData","","TestSavingData","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"broken","Fri Jul 01 20:11:13 GMT 2022","Fri Jul 01 20:11:24 GMT 2022","10209","","Test01Register","","Test01Register","testingRegistrationEasyPassword","repetition 1 of 1","Registration with too easy password"
"passed","Fri Jul 01 20:10:35 GMT 2022","Fri Jul 01 20:10:39 GMT 2022","4455","","TestNewDataInput","","TestNewDataInput","TestNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"broken","Fri Jul 01 20:11:44 GMT 2022","Fri Jul 01 20:11:55 GMT 2022","10493","","Test01Register","","Test01Register","testingRegistrationIncorrectChar","repetition 1 of 1","Registration with incorrect char types"
"passed","Fri Jul 01 20:10:29 GMT 2022","Fri Jul 01 20:10:35 GMT 2022","5515","","TestNewDataInput","","TestNewDataInput","TestNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"passed","Fri Jul 01 20:09:23 GMT 2022","Fri Jul 01 20:09:26 GMT 2022","3733","","TestDataSave","","TestDataSave","TestDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"passed","Fri Jul 01 20:13:03 GMT 2022","Fri Jul 01 20:13:13 GMT 2022","9917","","TestDeleteData","","TestDeleteData","TestExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"broken","Fri Jul 01 20:11:33 GMT 2022","Fri Jul 01 20:11:38 GMT 2022","5683","","Test01Register","","Test01Register","testingRegistrationMissingData","repetition 1 of 1","Registration with missing data"
"broken","Fri Jul 01 20:12:51 GMT 2022","Fri Jul 01 20:12:54 GMT 2022","3433","","TestDataOperations","","TestDataOperations","TestDataListSave","TestDataListSave()",""
"failed","Fri Jul 01 20:13:13 GMT 2022","Fri Jul 01 20:13:41 GMT 2022","27622","","TestDeleteData","","TestDeleteData","TestDeleteFullAccount","repetition 1 of 1","Delete account"
"passed","Fri Jul 01 20:12:41 GMT 2022","Fri Jul 01 20:12:51 GMT 2022","9297","","TestLogin","","TestLogin","testLogout","testLogout()",""
"broken","Fri Jul 01 20:11:38 GMT 2022","Fri Jul 01 20:11:44 GMT 2022","5889","","Test01Register","","Test01Register","testingRegistrationCorrectData","repetition 1 of 1","Registration with correctly filled data"
"passed","Fri Jul 01 20:09:53 GMT 2022","Fri Jul 01 20:09:57 GMT 2022","4398","","TestListingData","","TestListingData","testDataListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"broken","Fri Jul 01 20:11:55 GMT 2022","Fri Jul 01 20:12:21 GMT 2022","26363","","TestLogin","","TestLogin","testingLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"failed","Fri Jul 01 20:11:29 GMT 2022","Fri Jul 01 20:11:33 GMT 2022","4060","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"passed","Fri Jul 01 20:09:03 GMT 2022","Fri Jul 01 20:09:10 GMT 2022","7769","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyPassword","repetition 1 of 1","Modify existing account password data"
"passed","Fri Jul 01 20:10:19 GMT 2022","Fri Jul 01 20:10:24 GMT 2022","4104","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyDetailsOpen","repetition 1 of 1","Privacy Policy Open"
"passed","Fri Jul 01 20:10:54 GMT 2022","Fri Jul 01 20:11:13 GMT 2022","19342","","TestPageList","","TestPageList","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Fri Jul 01 20:08:26 GMT 2022","Fri Jul 01 20:08:55 GMT 2022","28767","","TestLogout","","TestLogout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
