"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 21:18:31 GMT 2022","Sun Jul 03 21:18:34 GMT 2022","3679","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 1 of 3","Privacy Policy Open"
"passed","Sun Jul 03 21:19:14 GMT 2022","Sun Jul 03 21:19:21 GMT 2022","6980","","Test02Login","","Test02Login","testLoginMissingEmail","repetition 1 of 1","Sign in with missing email address (USER 1)"
"passed","Sun Jul 03 21:15:43 GMT 2022","Sun Jul 03 21:15:56 GMT 2022","13466","","Test09DataSave","","Test09DataSave","testMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Sun Jul 03 21:19:09 GMT 2022","Sun Jul 03 21:19:14 GMT 2022","4273","","Test02Login","","Test02Login","testLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"passed","Sun Jul 03 21:19:27 GMT 2022","Sun Jul 03 21:19:32 GMT 2022","4364","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputGeneral","repetition 1 of 1","General search"
"passed","Sun Jul 03 21:16:48 GMT 2022","Sun Jul 03 21:16:54 GMT 2022","5045","","Test01Register","","Test01Register","testRegMissingData","repetition 1 of 1","Registration with missing data (USER 3)"
"failed","Sun Jul 03 21:15:56 GMT 2022","Sun Jul 03 21:16:21 GMT 2022","24648","","Test08DeleteData","","Test08DeleteData","testDeleteFullAccount","repetition 1 of 1","Delete account - BUG #4 - Missing feature"
"passed","Sun Jul 03 21:16:39 GMT 2022","Sun Jul 03 21:16:44 GMT 2022","5145","","Test01Register","","Test01Register","testRegBadEmail","repetition 1 of 1","Registration with incorrect email data (USER 2)"
"failed","Sun Jul 03 21:16:34 GMT 2022","Sun Jul 03 21:16:39 GMT 2022","5498","","Test01Register","","Test01Register","testRegEasyPassword","repetition 1 of 1","Registration with too easy password (USER 4) - BUG #2"
"passed","Sun Jul 03 21:15:40 GMT 2022","Sun Jul 03 21:15:43 GMT 2022","2878","","Test09DataSave","","Test09DataSave","testDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"passed","Sun Jul 03 21:16:44 GMT 2022","Sun Jul 03 21:16:48 GMT 2022","4286","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"passed","Sun Jul 03 21:14:33 GMT 2022","Sun Jul 03 21:14:43 GMT 2022","10153","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Sun Jul 03 21:18:02 GMT 2022","Sun Jul 03 21:18:31 GMT 2022","28830","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 3 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 21:19:04 GMT 2022","Sun Jul 03 21:19:09 GMT 2022","5914","","Test02Login","","Test02Login","testLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Sun Jul 03 21:16:59 GMT 2022","Sun Jul 03 21:17:04 GMT 2022","5371","","Test01Register","","Test01Register","testRegCorrectData","repetition 1 of 1","Registration with correctly filled data (USER 1) - BUG #1"
"passed","Sun Jul 03 21:14:23 GMT 2022","Sun Jul 03 21:14:27 GMT 2022","3473","","Test04ListingData","","Test04ListingData","testListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"passed","Sun Jul 03 21:18:53 GMT 2022","Sun Jul 03 21:18:59 GMT 2022","6331","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyBasic","repetition 1 of 1","Modify existing account (USER 1) basic data with (USER 2) account data"
"passed","Sun Jul 03 21:19:21 GMT 2022","Sun Jul 03 21:19:27 GMT 2022","6533","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"passed","Sun Jul 03 21:14:57 GMT 2022","Sun Jul 03 21:15:02 GMT 2022","4752","","Test10Logout","","Test10Logout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Sun Jul 03 21:14:43 GMT 2022","Sun Jul 03 21:14:57 GMT 2022","14323","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Sun Jul 03 21:18:42 GMT 2022","Sun Jul 03 21:18:53 GMT 2022","11478","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyPassword","repetition 1 of 1","Modify existing account (USER 4) password data with (USER 3) account data and at the end we restore it "
"passed","Sun Jul 03 21:18:59 GMT 2022","Sun Jul 03 21:19:04 GMT 2022","4153","","Test02Login","","Test02Login","testLoginMissingPassword","repetition 1 of 1","Login with missing password (USER 1)"
"passed","Sun Jul 03 21:17:04 GMT 2022","Sun Jul 03 21:17:33 GMT 2022","28674","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 1 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 21:15:29 GMT 2022","Sun Jul 03 21:15:40 GMT 2022","10726","","Test09DataSave","","Test09DataSave","testMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Sun Jul 03 21:17:33 GMT 2022","Sun Jul 03 21:18:02 GMT 2022","28910","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 2 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 21:18:34 GMT 2022","Sun Jul 03 21:18:38 GMT 2022","3572","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 2 of 3","Privacy Policy Open"
"passed","Sun Jul 03 21:19:32 GMT 2022","Sun Jul 03 21:19:36 GMT 2022","4063","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"passed","Sun Jul 03 21:16:21 GMT 2022","Sun Jul 03 21:16:27 GMT 2022","5956","","Test08DeleteData","","Test08DeleteData","testExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"passed","Sun Jul 03 21:14:30 GMT 2022","Sun Jul 03 21:14:33 GMT 2022","2993","","Test04ListingData","","Test04ListingData","testListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"failed","Sun Jul 03 21:16:54 GMT 2022","Sun Jul 03 21:16:59 GMT 2022","5453","","Test01Register","","Test01Register","testRegIncorrectChar","repetition 1 of 1","Registration with incorrect char types (USER 5) - BUG #3"
"passed","Sun Jul 03 21:16:27 GMT 2022","Sun Jul 03 21:16:33 GMT 2022","6834","","Test08DeleteData","","Test08DeleteData","testExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"passed","Sun Jul 03 21:14:27 GMT 2022","Sun Jul 03 21:14:30 GMT 2022","3065","","Test04ListingData","","Test04ListingData","testListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"passed","Sun Jul 03 21:18:38 GMT 2022","Sun Jul 03 21:18:42 GMT 2022","3525","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 3 of 3","Privacy Policy Open"
"passed","Sun Jul 03 21:15:02 GMT 2022","Sun Jul 03 21:15:29 GMT 2022","26689","","Test10Logout","","Test10Logout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
