"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 01 20:12:16 GMT 2022","Fri Jul 01 20:12:25 GMT 2022","9276","","Test01Register","","Test01Register","testingRegistrationIncorrectChar","repetition 1 of 1","Registration with incorrect char types"
"passed","Fri Jul 01 20:10:48 GMT 2022","Fri Jul 01 20:10:53 GMT 2022","4517","","TestNewDataInput","","TestNewDataInput","TestNewDataInputGeneral","repetition 1 of 1","General search"
"passed","Fri Jul 01 20:13:07 GMT 2022","Fri Jul 01 20:13:13 GMT 2022","5529","","TestLogin","","TestLogin","testLogout","testLogout()",""
"passed","Fri Jul 01 20:09:32 GMT 2022","Fri Jul 01 20:09:39 GMT 2022","6158","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyBasic","repetition 1 of 1","Modify existing account basic data"
"passed","Fri Jul 01 20:09:39 GMT 2022","Fri Jul 01 20:09:44 GMT 2022","5636","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyPassword","repetition 1 of 1","Modify existing account password data"
"passed","Fri Jul 01 20:08:56 GMT 2022","Fri Jul 01 20:09:04 GMT 2022","7638","","TestLogout","","TestLogout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Fri Jul 01 20:09:44 GMT 2022","Fri Jul 01 20:09:55 GMT 2022","10490","","TestDataSave","","TestDataSave","TestMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Fri Jul 01 20:10:56 GMT 2022","Fri Jul 01 20:11:00 GMT 2022","3672","","TestNewDataInput","","TestNewDataInput","TestNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"passed","Fri Jul 01 20:10:14 GMT 2022","Fri Jul 01 20:10:16 GMT 2022","2874","","TestListingData","","TestListingData","testDataListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"passed","Fri Jul 01 20:09:58 GMT 2022","Fri Jul 01 20:10:14 GMT 2022","15645","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Fri Jul 01 20:13:15 GMT 2022","Fri Jul 01 20:14:52 GMT 2022","97003","","TestDeleteData","","TestDeleteData","TestExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
