"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 19:52:56 GMT 2022","Fri Jul 01 19:53:05 GMT 2022","8558","","TestDeleteData","","TestDeleteData","TestExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"passed","Fri Jul 01 19:48:45 GMT 2022","Fri Jul 01 19:48:54 GMT 2022","8805","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyBasic","repetition 1 of 1","Modify existing account basic data"
"failed","Fri Jul 01 19:53:05 GMT 2022","Fri Jul 01 19:53:32 GMT 2022","27454","","TestDeleteData","","TestDeleteData","TestDeleteFullAccount","repetition 1 of 1","Delete account"
"passed","Fri Jul 01 19:52:37 GMT 2022","Fri Jul 01 19:52:44 GMT 2022","6752","","TestLogin","","TestLogin","testLogout","testLogout()",""
"passed","Fri Jul 01 19:48:17 GMT 2022","Fri Jul 01 19:48:45 GMT 2022","27963","","TestLogout","","TestLogout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"passed","Fri Jul 01 19:48:09 GMT 2022","Fri Jul 01 19:48:17 GMT 2022","7935","","TestLogout","","TestLogout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"broken","Fri Jul 01 19:51:41 GMT 2022","Fri Jul 01 19:51:52 GMT 2022","10748","","Test01Register","","Test01Register","testingRegistrationIncorrectChar","repetition 1 of 1","Registration with incorrect char types"
"passed","Fri Jul 01 19:49:53 GMT 2022","Fri Jul 01 19:50:11 GMT 2022","18302","","TestSavingData","","TestSavingData","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Fri Jul 01 19:49:40 GMT 2022","Fri Jul 01 19:49:44 GMT 2022","4167","","TestListingData","","TestListingData","testDataListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"passed","Fri Jul 01 19:49:48 GMT 2022","Fri Jul 01 19:49:53 GMT 2022","4644","","TestListingData","","TestListingData","testDataListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"passed","Fri Jul 01 19:50:50 GMT 2022","Fri Jul 01 19:51:11 GMT 2022","21429","","TestPageList","","TestPageList","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Fri Jul 01 19:52:24 GMT 2022","Fri Jul 01 19:52:30 GMT 2022","5996","","TestLogin","","TestLogin","testingLoginMissingPassword","repetition 1 of 1","Login with missing password"
"passed","Fri Jul 01 19:50:22 GMT 2022","Fri Jul 01 19:50:27 GMT 2022","5638","","TestNewDataInput","","TestNewDataInput","TestNewDataInputGeneral","repetition 1 of 1","General search"
"broken","Fri Jul 01 19:52:44 GMT 2022","Fri Jul 01 19:52:47 GMT 2022","3167","","TestDataOperations","","TestDataOperations","TestDataListSave","TestDataListSave()",""
"passed","Fri Jul 01 19:49:19 GMT 2022","Fri Jul 01 19:49:40 GMT 2022","20149","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Fri Jul 01 19:52:18 GMT 2022","Fri Jul 01 19:52:24 GMT 2022","5927","","TestLogin","","TestLogin","testingLoginMissingEmail","repetition 1 of 1","Sign in with missing email address"
"passed","Fri Jul 01 19:50:32 GMT 2022","Fri Jul 01 19:50:36 GMT 2022","4469","","TestNewDataInput","","TestNewDataInput","TestNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"broken","Fri Jul 01 19:51:52 GMT 2022","Fri Jul 01 19:52:18 GMT 2022","26002","","TestLogin","","TestLogin","testingLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"failed","Fri Jul 01 19:51:27 GMT 2022","Fri Jul 01 19:51:31 GMT 2022","3928","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"passed","Fri Jul 01 19:49:01 GMT 2022","Fri Jul 01 19:49:15 GMT 2022","13561","","TestDataSave","","TestDataSave","TestMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Fri Jul 01 19:50:27 GMT 2022","Fri Jul 01 19:50:32 GMT 2022","4430","","TestNewDataInput","","TestNewDataInput","TestNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"passed","Fri Jul 01 19:48:54 GMT 2022","Fri Jul 01 19:49:01 GMT 2022","7499","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyPassword","repetition 1 of 1","Modify existing account password data"
"broken","Fri Jul 01 19:51:36 GMT 2022","Fri Jul 01 19:51:41 GMT 2022","4730","","Test01Register","","Test01Register","testingRegistrationCorrectData","repetition 1 of 1","Registration with correctly filled data"
"passed","Fri Jul 01 19:51:21 GMT 2022","Fri Jul 01 19:51:27 GMT 2022","5210","","Test01Register","","Test01Register","testingRegistrationBadEmail","repetition 1 of 1","Registration with incorrect email data"
"passed","Fri Jul 01 19:49:15 GMT 2022","Fri Jul 01 19:49:19 GMT 2022","4608","","TestDataSave","","TestDataSave","TestDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"passed","Fri Jul 01 19:50:18 GMT 2022","Fri Jul 01 19:50:22 GMT 2022","4159","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyDetailsOpen","repetition 1 of 1","Privacy Policy Open"
"passed","Fri Jul 01 19:50:11 GMT 2022","Fri Jul 01 19:50:18 GMT 2022","6302","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyAccepted","repetition 1 of 1","Privacy Policy Accept"
"passed","Fri Jul 01 19:50:36 GMT 2022","Fri Jul 01 19:50:50 GMT 2022","13626","","TestPageList","","TestPageList","SteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"broken","Fri Jul 01 19:51:31 GMT 2022","Fri Jul 01 19:51:36 GMT 2022","5577","","Test01Register","","Test01Register","testingRegistrationMissingData","repetition 1 of 1","Registration with missing data"
"passed","Fri Jul 01 19:52:30 GMT 2022","Fri Jul 01 19:52:37 GMT 2022","7387","","TestLogin","","TestLogin","testingLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Fri Jul 01 19:49:44 GMT 2022","Fri Jul 01 19:49:48 GMT 2022","4592","","TestListingData","","TestListingData","testDataListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"passed","Fri Jul 01 19:52:47 GMT 2022","Fri Jul 01 19:52:56 GMT 2022","9144","","TestDeleteData","","TestDeleteData","TestExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"broken","Fri Jul 01 19:51:11 GMT 2022","Fri Jul 01 19:51:21 GMT 2022","9909","","Test01Register","","Test01Register","testingRegistrationEasyPassword","repetition 1 of 1","Registration with too easy password"
