"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 12:11:21 GMT 2022","Sun Jul 03 12:11:50 GMT 2022","29135","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 1 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 12:13:49 GMT 2022","Sun Jul 03 12:13:53 GMT 2022","4588","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputGeneral","repetition 1 of 1","General search"
"passed","Sun Jul 03 12:13:04 GMT 2022","Sun Jul 03 12:13:17 GMT 2022","12460","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyPassword","repetition 1 of 1","Modify existing account (USER 4) password data with (USER 3) account data and at the end we restore it "
"passed","Sun Jul 03 12:12:19 GMT 2022","Sun Jul 03 12:12:49 GMT 2022","29256","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 3 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 12:08:24 GMT 2022","Sun Jul 03 12:08:28 GMT 2022","3855","","Test04ListingData","","Test04ListingData","testListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"passed","Sun Jul 03 12:13:17 GMT 2022","Sun Jul 03 12:13:24 GMT 2022","6795","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyBasic","repetition 1 of 1","Modify existing account (USER 1) basic data with (USER 2) account data"
"passed","Sun Jul 03 12:10:37 GMT 2022","Sun Jul 03 12:10:43 GMT 2022","6360","","Test08DeleteData","","Test08DeleteData","testExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"passed","Sun Jul 03 12:10:43 GMT 2022","Sun Jul 03 12:10:49 GMT 2022","6228","","Test08DeleteData","","Test08DeleteData","testExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"passed","Sun Jul 03 12:09:43 GMT 2022","Sun Jul 03 12:09:53 GMT 2022","9779","","Test09DataSave","","Test09DataSave","testMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Sun Jul 03 12:09:53 GMT 2022","Sun Jul 03 12:09:56 GMT 2022","3566","","Test09DataSave","","Test09DataSave","testDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"failed","Sun Jul 03 12:10:49 GMT 2022","Sun Jul 03 12:10:55 GMT 2022","5833","","Test01Register","","Test01Register","testRegEasyPassword","repetition 1 of 1","Registration with too easy password (USER 4) - BUG #2"
"passed","Sun Jul 03 12:08:31 GMT 2022","Sun Jul 03 12:08:35 GMT 2022","3438","","Test04ListingData","","Test04ListingData","testListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"passed","Sun Jul 03 12:11:50 GMT 2022","Sun Jul 03 12:12:19 GMT 2022","29352","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 2 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 12:11:15 GMT 2022","Sun Jul 03 12:11:21 GMT 2022","5706","","Test01Register","","Test01Register","testRegCorrectData","repetition 1 of 1","Registration with correctly filled data (USER 1) - BUG #1"
"passed","Sun Jul 03 12:08:35 GMT 2022","Sun Jul 03 12:08:45 GMT 2022","10741","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Sun Jul 03 12:11:04 GMT 2022","Sun Jul 03 12:11:09 GMT 2022","5403","","Test01Register","","Test01Register","testRegMissingData","repetition 1 of 1","Registration with missing data (USER 3)"
"passed","Sun Jul 03 12:08:28 GMT 2022","Sun Jul 03 12:08:31 GMT 2022","3464","","Test04ListingData","","Test04ListingData","testListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"passed","Sun Jul 03 12:11:00 GMT 2022","Sun Jul 03 12:11:04 GMT 2022","3570","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"passed","Sun Jul 03 12:09:16 GMT 2022","Sun Jul 03 12:09:43 GMT 2022","27314","","Test10Logout","","Test10Logout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"passed","Sun Jul 03 12:09:56 GMT 2022","Sun Jul 03 12:10:11 GMT 2022","14455","","Test09DataSave","","Test09DataSave","testMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Sun Jul 03 12:13:39 GMT 2022","Sun Jul 03 12:13:44 GMT 2022","4993","","Test02Login","","Test02Login","testLoginMissingEmail","repetition 1 of 1","Sign in with missing email address (USER 1)"
"passed","Sun Jul 03 12:13:44 GMT 2022","Sun Jul 03 12:13:49 GMT 2022","4305","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"failed","Sun Jul 03 12:11:09 GMT 2022","Sun Jul 03 12:11:15 GMT 2022","5845","","Test01Register","","Test01Register","testRegIncorrectChar","repetition 1 of 1","Registration with incorrect char types (USER 5) - BUG #3"
"passed","Sun Jul 03 12:12:49 GMT 2022","Sun Jul 03 12:12:53 GMT 2022","4018","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 1 of 3","Privacy Policy Open"
"passed","Sun Jul 03 12:13:28 GMT 2022","Sun Jul 03 12:13:35 GMT 2022","6400","","Test02Login","","Test02Login","testLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Sun Jul 03 12:13:24 GMT 2022","Sun Jul 03 12:13:28 GMT 2022","4651","","Test02Login","","Test02Login","testLoginMissingPassword","repetition 1 of 1","Login with missing password (USER 1)"
"failed","Sun Jul 03 12:10:11 GMT 2022","Sun Jul 03 12:10:37 GMT 2022","25738","","Test08DeleteData","","Test08DeleteData","testDeleteFullAccount","repetition 1 of 1","Delete account - BUG #4 - Missing feature"
"passed","Sun Jul 03 12:10:55 GMT 2022","Sun Jul 03 12:11:00 GMT 2022","5313","","Test01Register","","Test01Register","testRegBadEmail","repetition 1 of 1","Registration with incorrect email data (USER 2)"
"passed","Sun Jul 03 12:13:53 GMT 2022","Sun Jul 03 12:13:59 GMT 2022","5990","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"passed","Sun Jul 03 12:12:53 GMT 2022","Sun Jul 03 12:12:59 GMT 2022","6415","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 2 of 3","Privacy Policy Open"
"passed","Sun Jul 03 12:09:00 GMT 2022","Sun Jul 03 12:09:16 GMT 2022","15248","","Test10Logout","","Test10Logout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Sun Jul 03 12:08:45 GMT 2022","Sun Jul 03 12:09:00 GMT 2022","14964","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Sun Jul 03 12:12:59 GMT 2022","Sun Jul 03 12:13:04 GMT 2022","5302","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 3 of 3","Privacy Policy Open"
"passed","Sun Jul 03 12:13:35 GMT 2022","Sun Jul 03 12:13:39 GMT 2022","4749","","Test02Login","","Test02Login","testLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
