"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 20:00:20 GMT 2022","Sun Jul 03 20:00:31 GMT 2022","10216","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Sun Jul 03 20:02:55 GMT 2022","Sun Jul 03 20:02:59 GMT 2022","3250","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"passed","Sun Jul 03 20:05:33 GMT 2022","Sun Jul 03 20:05:37 GMT 2022","4318","","Test02Login","","Test02Login","testLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"passed","Sun Jul 03 20:00:45 GMT 2022","Sun Jul 03 20:00:51 GMT 2022","5614","","Test10Logout","","Test10Logout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Sun Jul 03 20:04:55 GMT 2022","Sun Jul 03 20:05:00 GMT 2022","4849","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 3 of 3","Privacy Policy Open"
"passed","Sun Jul 03 20:05:00 GMT 2022","Sun Jul 03 20:05:15 GMT 2022","14843","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyPassword","repetition 1 of 1","Modify existing account (USER 4) password data with (USER 3) account data and at the end we restore it "
"passed","Sun Jul 03 20:00:10 GMT 2022","Sun Jul 03 20:00:14 GMT 2022","4037","","Test04ListingData","","Test04ListingData","testListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"passed","Sun Jul 03 20:04:14 GMT 2022","Sun Jul 03 20:04:45 GMT 2022","30549","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 3 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 20:05:26 GMT 2022","Sun Jul 03 20:05:33 GMT 2022","7172","","Test02Login","","Test02Login","testLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Sun Jul 03 20:04:49 GMT 2022","Sun Jul 03 20:04:55 GMT 2022","5807","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 2 of 3","Privacy Policy Open"
"failed","Sun Jul 03 20:02:08 GMT 2022","Sun Jul 03 20:02:33 GMT 2022","24740","","Test08DeleteData","","Test08DeleteData","testDeleteFullAccount","repetition 1 of 1","Delete account - BUG #4 - Missing feature"
"failed","Sun Jul 03 20:03:04 GMT 2022","Sun Jul 03 20:03:09 GMT 2022","5432","","Test01Register","","Test01Register","testRegIncorrectChar","repetition 1 of 1","Registration with incorrect char types (USER 5) - BUG #3"
