"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 17:54:48 GMT 2022","Fri Jul 01 17:54:58 GMT 2022","9727","","TestDataSave","","TestDataSave","TestDataListSave","repetition 4 of 5","Saving guitar category list to a file"
"passed","Fri Jul 01 17:56:10 GMT 2022","Fri Jul 01 17:57:18 GMT 2022","67198","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 2 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Fri Jul 01 17:57:16 GMT 2022","Fri Jul 01 17:58:19 GMT 2022","63265","","TestPageList","","TestPageList","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Fri Jul 01 17:57:18 GMT 2022","Fri Jul 01 17:58:25 GMT 2022","67934","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 3 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Fri Jul 01 17:54:14 GMT 2022","Fri Jul 01 17:54:25 GMT 2022","11834","","TestListingData","","TestListingData","testDataListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"passed","Fri Jul 01 17:58:25 GMT 2022","Fri Jul 01 17:59:25 GMT 2022","59354","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 4 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Fri Jul 01 17:53:38 GMT 2022","Fri Jul 01 17:53:55 GMT 2022","17524","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyPassword","repetition 1 of 1","Modify existing account password data"
"passed","Fri Jul 01 17:55:49 GMT 2022","Fri Jul 01 17:56:04 GMT 2022","14862","","TestNewDataInput","","TestNewDataInput","TestNewDataInputGeneral","repetition 1 of 1","General search"
"passed","Fri Jul 01 17:54:04 GMT 2022","Fri Jul 01 17:54:14 GMT 2022","9515","","TestListingData","","TestListingData","testDataListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"broken","Fri Jul 01 18:00:23 GMT 2022","Fri Jul 01 18:00:59 GMT 2022","35880","","TestLogin","","TestLogin","testingLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
