"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 01 22:31:57 GMT 2022","Fri Jul 01 22:31:57 GMT 2022","153","","TestPageList","","TestPageList","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"broken","Fri Jul 01 22:31:55 GMT 2022","Fri Jul 01 22:31:55 GMT 2022","203","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyBasic","repetition 1 of 1","Modify existing account basic data"
"broken","Fri Jul 01 22:31:55 GMT 2022","Fri Jul 01 22:31:55 GMT 2022","179","","TestDataSave","","TestDataSave","TestMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"broken","Fri Jul 01 22:31:57 GMT 2022","Fri Jul 01 22:31:57 GMT 2022","134","","TestNewDataInput","","TestNewDataInput","TestNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"broken","Fri Jul 01 22:31:59 GMT 2022","Fri Jul 01 22:31:59 GMT 2022","127","","Test02Login","","Test02Login","testLogout","testLogout()",""
"broken","Fri Jul 01 22:31:55 GMT 2022","Fri Jul 01 22:31:55 GMT 2022","134","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyPassword","repetition 1 of 1","Modify existing account password data"
"broken","Fri Jul 01 22:31:56 GMT 2022","Fri Jul 01 22:31:56 GMT 2022","140","","TestListingData","","TestListingData","testDataListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"broken","Fri Jul 01 22:31:55 GMT 2022","Fri Jul 01 22:31:55 GMT 2022","170","","TestLogout","","TestLogout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"broken","Fri Jul 01 22:31:59 GMT 2022","Fri Jul 01 22:31:59 GMT 2022","131","","Test02Login","","Test02Login","testingLoginMissingEmail","repetition 1 of 1","Sign in with missing email address"
"broken","Fri Jul 01 22:31:56 GMT 2022","Fri Jul 01 22:31:56 GMT 2022","145","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyAccepted","repetition 1 of 1","Privacy Policy Accept"
"broken","Fri Jul 01 22:31:59 GMT 2022","Fri Jul 01 22:31:59 GMT 2022","148","","TestDeleteData","","TestDeleteData","TestExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"broken","Fri Jul 01 22:31:56 GMT 2022","Fri Jul 01 22:31:56 GMT 2022","139","","TestSavingData","","TestSavingData","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"broken","Fri Jul 01 22:31:58 GMT 2022","Fri Jul 01 22:31:58 GMT 2022","130","","Test01Register","","Test01Register","testRegCorrectData","repetition 1 of 1","Registration with correctly filled data (USER 1) - BUG #1"
"broken","Fri Jul 01 22:31:58 GMT 2022","Fri Jul 01 22:31:59 GMT 2022","130","","TestDeleteData","","TestDeleteData","TestExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"broken","Fri Jul 01 22:31:58 GMT 2022","Fri Jul 01 22:31:58 GMT 2022","130","","Test01Register","","Test01Register","testRegIncorrectChar","repetition 1 of 1","Registration with incorrect char types (USER 5) - BUG #3"
"broken","Fri Jul 01 22:31:58 GMT 2022","Fri Jul 01 22:31:58 GMT 2022","140","","TestDataOperations","","TestDataOperations","TestDataListSave","TestDataListSave()",""
"broken","Fri Jul 01 22:31:56 GMT 2022","Fri Jul 01 22:31:57 GMT 2022","139","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyDetailsOpen","repetition 1 of 1","Privacy Policy Open"
"broken","Fri Jul 01 22:31:58 GMT 2022","Fri Jul 01 22:31:58 GMT 2022","130","","Test01Register","","Test01Register","testRegBadEmail","repetition 1 of 1","Registration with incorrect email data (USER 2)"
"broken","Fri Jul 01 22:31:56 GMT 2022","Fri Jul 01 22:31:56 GMT 2022","130","","TestListingData","","TestListingData","testDataListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"broken","Fri Jul 01 22:31:54 GMT 2022","Fri Jul 01 22:31:55 GMT 2022","678","","TestLogout","","TestLogout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"broken","Fri Jul 01 22:31:55 GMT 2022","Fri Jul 01 22:31:56 GMT 2022","137","","TestDataSave","","TestDataSave","TestDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"broken","Fri Jul 01 22:31:57 GMT 2022","Fri Jul 01 22:31:58 GMT 2022","154","","Test01Register","","Test01Register","testRegEasyPassword","repetition 1 of 1","Registration with too easy password (USER 4) - BUG #2"
"broken","Fri Jul 01 22:31:58 GMT 2022","Fri Jul 01 22:31:58 GMT 2022","133","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"broken","Fri Jul 01 22:31:57 GMT 2022","Fri Jul 01 22:31:57 GMT 2022","134","","TestNewDataInput","","TestNewDataInput","TestNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"broken","Fri Jul 01 22:31:56 GMT 2022","Fri Jul 01 22:31:56 GMT 2022","150","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
"broken","Fri Jul 01 22:31:57 GMT 2022","Fri Jul 01 22:31:57 GMT 2022","141","","TestPageList","","TestPageList","SteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"broken","Fri Jul 01 22:31:58 GMT 2022","Fri Jul 01 22:31:58 GMT 2022","129","","Test01Register","","Test01Register","testRegMissingData","repetition 1 of 1","Registration with missing data (USER 3)"
"broken","Fri Jul 01 22:31:59 GMT 2022","Fri Jul 01 22:31:59 GMT 2022","129","","TestDeleteData","","TestDeleteData","TestDeleteFullAccount","repetition 1 of 1","Delete account"
"broken","Fri Jul 01 22:31:59 GMT 2022","Fri Jul 01 22:31:59 GMT 2022","134","","Test02Login","","Test02Login","testingLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"broken","Fri Jul 01 22:31:57 GMT 2022","Fri Jul 01 22:31:57 GMT 2022","133","","TestNewDataInput","","TestNewDataInput","TestNewDataInputGeneral","repetition 1 of 1","General search"
"broken","Fri Jul 01 22:31:59 GMT 2022","Fri Jul 01 22:31:59 GMT 2022","132","","Test02Login","","Test02Login","testLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"broken","Fri Jul 01 22:31:56 GMT 2022","Fri Jul 01 22:31:56 GMT 2022","147","","TestListingData","","TestListingData","testDataListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"broken","Fri Jul 01 22:31:59 GMT 2022","Fri Jul 01 22:31:59 GMT 2022","147","","Test02Login","","Test02Login","testingLoginMissingPassword","repetition 1 of 1","Login with missing password"
