"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 18:02:46 GMT 2022","Sun Jul 03 18:03:05 GMT 2022","19076","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Sun Jul 03 18:05:02 GMT 2022","Sun Jul 03 18:05:32 GMT 2022","29223","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 1 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 18:07:02 GMT 2022","Sun Jul 03 18:07:07 GMT 2022","4453","","Test02Login","","Test02Login","testLoginMissingPassword","repetition 1 of 1","Login with missing password (USER 1)"
"failed","Sun Jul 03 18:02:43 GMT 2022","Sun Jul 03 18:02:50 GMT 2022","7007","","Test01Register","","Test01Register","testRegIncorrectChar","repetition 1 of 1","Registration with incorrect char types (USER 5) - BUG #3"
"passed","Sun Jul 03 18:06:35 GMT 2022","Sun Jul 03 18:06:39 GMT 2022","4148","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 2 of 3","Privacy Policy Open"
"passed","Sun Jul 03 18:02:37 GMT 2022","Sun Jul 03 18:02:43 GMT 2022","5833","","Test01Register","","Test01Register","testRegMissingData","repetition 1 of 1","Registration with missing data (USER 3)"
"passed","Sun Jul 03 18:04:02 GMT 2022","Sun Jul 03 18:04:06 GMT 2022","4136","","Test09DataSave","","Test09DataSave","testDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"passed","Sun Jul 03 18:06:56 GMT 2022","Sun Jul 03 18:07:02 GMT 2022","6785","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyBasic","repetition 1 of 1","Modify existing account (USER 1) basic data with (USER 2) account data"
"failed","Sun Jul 03 18:04:23 GMT 2022","Sun Jul 03 18:04:50 GMT 2022","26939","","Test08DeleteData","","Test08DeleteData","testDeleteFullAccount","repetition 1 of 1","Delete account - BUG #4 - Missing feature"
"passed","Sun Jul 03 18:03:05 GMT 2022","Sun Jul 03 18:03:09 GMT 2022","4824","","Test10Logout","","Test10Logout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Sun Jul 03 18:07:19 GMT 2022","Sun Jul 03 18:07:24 GMT 2022","5113","","Test02Login","","Test02Login","testLoginMissingEmail","repetition 1 of 1","Sign in with missing email address (USER 1)"
"passed","Sun Jul 03 18:07:34 GMT 2022","Sun Jul 03 18:07:38 GMT 2022","4534","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"broken","Sun Jul 03 18:03:37 GMT 2022","Sun Jul 03 18:04:02 GMT 2022","25449","","Test09DataSave","","Test09DataSave","testMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Sun Jul 03 18:07:07 GMT 2022","Sun Jul 03 18:07:14 GMT 2022","6690","","Test02Login","","Test02Login","testLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Sun Jul 03 18:04:50 GMT 2022","Sun Jul 03 18:04:56 GMT 2022","6248","","Test08DeleteData","","Test08DeleteData","testExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"passed","Sun Jul 03 18:05:32 GMT 2022","Sun Jul 03 18:06:01 GMT 2022","29441","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 2 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 18:02:27 GMT 2022","Sun Jul 03 18:02:31 GMT 2022","3979","","Test04ListingData","","Test04ListingData","testListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"passed","Sun Jul 03 18:02:23 GMT 2022","Sun Jul 03 18:02:27 GMT 2022","4184","","Test04ListingData","","Test04ListingData","testListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"passed","Sun Jul 03 18:06:43 GMT 2022","Sun Jul 03 18:06:56 GMT 2022","12458","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyPassword","repetition 1 of 1","Modify existing account (USER 4) password data with (USER 3) account data and at the end we restore it "
"passed","Sun Jul 03 18:02:50 GMT 2022","Sun Jul 03 18:02:57 GMT 2022","6717","","Test01Register","","Test01Register","testRegCorrectData","repetition 1 of 1","Registration with correctly filled data (USER 1) - BUG #1"
"passed","Sun Jul 03 18:03:09 GMT 2022","Sun Jul 03 18:03:37 GMT 2022","27279","","Test10Logout","","Test10Logout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"passed","Sun Jul 03 18:02:32 GMT 2022","Sun Jul 03 18:02:37 GMT 2022","4663","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
