"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 22:43:47 GMT 2022","Fri Jul 01 22:43:59 GMT 2022","11978","","TestPageList","","TestPageList","SteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Fri Jul 01 22:43:43 GMT 2022","Fri Jul 01 22:43:47 GMT 2022","4071","","TestNewDataInput","","TestNewDataInput","TestNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"broken","Fri Jul 01 22:46:59 GMT 2022","Fri Jul 01 22:47:24 GMT 2022","25045","","Test02Login","","Test02Login","testLogout","testLogout()",""
"passed","Fri Jul 01 22:42:53 GMT 2022","Fri Jul 01 22:42:57 GMT 2022","4468","","TestListingData","","TestListingData","testDataListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"passed","Fri Jul 01 22:42:57 GMT 2022","Fri Jul 01 22:43:02 GMT 2022","4439","","TestListingData","","TestListingData","testDataListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"passed","Fri Jul 01 22:42:32 GMT 2022","Fri Jul 01 22:42:36 GMT 2022","3737","","TestDataSave","","TestDataSave","TestDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"passed","Fri Jul 01 22:43:39 GMT 2022","Fri Jul 01 22:43:43 GMT 2022","3915","","TestNewDataInput","","TestNewDataInput","TestNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"failed","Fri Jul 01 22:44:40 GMT 2022","Fri Jul 01 22:44:47 GMT 2022","6848","","Test01Register","","Test01Register","testRegIncorrectChar","repetition 1 of 1","Registration with incorrect char types (USER 5) - BUG #3"
"passed","Fri Jul 01 22:44:23 GMT 2022","Fri Jul 01 22:44:29 GMT 2022","6662","","Test01Register","","Test01Register","testRegBadEmail","repetition 1 of 1","Registration with incorrect email data (USER 2)"
"passed","Fri Jul 01 22:46:51 GMT 2022","Fri Jul 01 22:46:59 GMT 2022","7916","","Test02Login","","Test02Login","testLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Fri Jul 01 22:43:31 GMT 2022","Fri Jul 01 22:43:35 GMT 2022","3881","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyDetailsOpen","repetition 1 of 1","Privacy Policy Open"
"passed","Fri Jul 01 22:46:43 GMT 2022","Fri Jul 01 22:46:51 GMT 2022","8346","","Test02Login","","Test02Login","testingLoginMissingPassword","repetition 1 of 1","Login with missing password"
"passed","Fri Jul 01 22:42:12 GMT 2022","Fri Jul 01 22:42:32 GMT 2022","19707","","TestDataSave","","TestDataSave","TestMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Fri Jul 01 22:43:25 GMT 2022","Fri Jul 01 22:43:31 GMT 2022","5744","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyAccepted","repetition 1 of 1","Privacy Policy Accept"
