"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 01 17:32:25 GMT 2022","Fri Jul 01 17:32:25 GMT 2022","145","","TestDataOperations","","TestDataOperations","TestDataListSave","TestDataListSave()",""
"broken","Fri Jul 01 17:32:19 GMT 2022","Fri Jul 01 17:32:19 GMT 2022","648","","TestRegister","","TestRegister","testingRegistrationEasyPassword","repetition 1 of 1","Registration with too easy password"
"broken","Fri Jul 01 17:32:22 GMT 2022","Fri Jul 01 17:32:22 GMT 2022","133","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 1 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"broken","Fri Jul 01 17:32:24 GMT 2022","Fri Jul 01 17:32:24 GMT 2022","130","","TestNewDataInput","","TestNewDataInput","TestNewDataInputGeneral","repetition 1 of 1","General search"
"broken","Fri Jul 01 17:32:25 GMT 2022","Fri Jul 01 17:32:25 GMT 2022","129","","TestDeleteData","","TestDeleteData","TestDeleteFullAccount","repetition 1 of 1","Delete account"
"broken","Fri Jul 01 17:32:21 GMT 2022","Fri Jul 01 17:32:21 GMT 2022","141","","TestDataSave","","TestDataSave","TestDataListSave","repetition 2 of 5","Saving guitar category list to a file"
"broken","Fri Jul 01 17:32:22 GMT 2022","Fri Jul 01 17:32:22 GMT 2022","142","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 2 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"broken","Fri Jul 01 17:32:24 GMT 2022","Fri Jul 01 17:32:24 GMT 2022","134","","TestLogin","","TestLogin","testingLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"broken","Fri Jul 01 17:32:22 GMT 2022","Fri Jul 01 17:32:22 GMT 2022","152","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 4 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"broken","Fri Jul 01 17:32:25 GMT 2022","Fri Jul 01 17:32:25 GMT 2022","134","","TestDeleteData","","TestDeleteData","TestExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"broken","Fri Jul 01 17:32:24 GMT 2022","Fri Jul 01 17:32:24 GMT 2022","137","","TestPageList","","TestPageList","SteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"broken","Fri Jul 01 17:32:24 GMT 2022","Fri Jul 01 17:32:24 GMT 2022","132","","TestPageList","","TestPageList","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"broken","Fri Jul 01 17:32:25 GMT 2022","Fri Jul 01 17:32:25 GMT 2022","131","","TestLogin","","TestLogin","testingLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"broken","Fri Jul 01 17:32:25 GMT 2022","Fri Jul 01 17:32:25 GMT 2022","157","","TestDeleteData","","TestDeleteData","TestExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"broken","Fri Jul 01 17:32:22 GMT 2022","Fri Jul 01 17:32:22 GMT 2022","139","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 3 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"broken","Fri Jul 01 17:32:24 GMT 2022","Fri Jul 01 17:32:24 GMT 2022","130","","TestNewDataInput","","TestNewDataInput","TestNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"broken","Fri Jul 01 17:32:23 GMT 2022","Fri Jul 01 17:32:23 GMT 2022","130","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyAccepted","repetition 1 of 1","Privacy Policy Accept"
"broken","Fri Jul 01 17:32:24 GMT 2022","Fri Jul 01 17:32:24 GMT 2022","131","","TestLogin","","TestLogin","testingLoginMissingEmail","repetition 1 of 1","Sign in with missing email address"
"broken","Fri Jul 01 17:32:21 GMT 2022","Fri Jul 01 17:32:21 GMT 2022","158","","TestLogout","","TestLogout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"broken","Fri Jul 01 17:32:20 GMT 2022","Fri Jul 01 17:32:20 GMT 2022","181","","TestRegister","","TestRegister","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"broken","Fri Jul 01 17:32:20 GMT 2022","Fri Jul 01 17:32:21 GMT 2022","175","","TestLogout","","TestLogout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
